iter	RMSE
598	7.388132873
599	7.384828531
600	7.381565746
601	7.379686327
602	7.37705863
603	7.374724964
604	7.374217393
605	7.373020392
606	7.370007831
607	7.369124435
608	7.365618809
609	7.36409003
610	7.362879837
611	7.361237133
612	7.359992149
613	7.358184399
614	7.35641199
615	7.353812173
616	7.350689099
617	7.348522814
618	7.34716681
619	7.344455016
620	7.342173937
621	7.340017056
622	7.337009707
623	7.335286606
624	7.332001385
625	7.329798868
626	7.326872789
627	7.324320995
628	7.321833222
629	7.319574588
630	7.317354146
631	7.315541345
632	7.314145038
633	7.313291601
634	7.308691026
635	7.308031342
636	7.3040942
637	7.303650771
638	7.302666332
639	7.300173051
640	7.299573021
641	7.298346378
642	7.29656137
643	7.294940691
644	7.293457007
645	7.292653601
646	7.288460361
647	7.285425845
648	7.283275997
649	7.282497658
650	7.280762877
651	7.278794498
652	7.276878913
653	7.275304149
654	7.274116925
655	7.272438776
656	7.269557569
657	7.268406141
658	7.265295282
659	7.264765049
660	7.263816378
661	7.262969443
662	7.261339773
663	7.257682616
664	7.252969308
665	7.250893193
666	7.247809676
667	7.244955568
668	7.243332664
669	7.241454013
670	7.240206657
671	7.239102433
672	7.237318109
673	7.234361289
674	7.231293556
675	7.230092877
676	7.228870594
677	7.225072982
678	7.224703728
679	7.221668012
680	7.218903809
681	7.216087669
682	7.215374102
683	7.21165178
684	7.208035086
685	7.20632435
686	7.204939511
687	7.203200305
688	7.201022727
689	7.199409149
690	7.198073464
691	7.196969792
692	7.193786816
693	7.191883886
694	7.188726034
695	7.18595844
696	7.184470135
697	7.183306392
698	7.180914519
699	7.179153298
700	7.177199998
701	7.175181869
702	7.173357248
703	7.170652241
704	7.169435956
705	7.167159832
706	7.165107808
707	7.16180801
708	7.160829074
709	7.158164102
710	7.156299494
711	7.153192297
712	7.150922253
713	7.149467861
714	7.145887104
715	7.144329085
716	7.142068275
717	7.140035197
718	7.137567182
719	7.135555261
720	7.133046468
721	7.132114493
722	7.131518372
723	7.12888452
724	7.127539997
725	7.126529448
726	7.125794113
727	7.123748029
728	7.122855518
729	7.122219622
730	7.119206228
731	7.118478307
732	7.115751128
733	7.114228929
734	7.110697438
735	7.109575563
736	7.106983063
737	7.103688776
738	7.101254897
739	7.098739086
740	7.097509172
741	7.095938537
742	7.094422048
743	7.092792893
744	7.089289221
745	7.086360252
746	7.085742792
747	7.084713648
748	7.081841141
749	7.081165786
750	7.079939956
751	7.078182802
752	7.076194503
753	7.072816174
754	7.070576001
755	7.068123359
756	7.065764037
757	7.062646222
758	7.06125295
759	7.05836987
760	7.055921758
761	7.053964781
762	7.051675364
763	7.04987728
764	7.047243075
765	7.044712655
766	7.043518463
767	7.041315797
768	7.039470993
769	7.037030772
770	7.03504852
771	7.03327326
772	7.031784771
773	7.03010539
774	7.029218045
775	7.027776717
776	7.026332498
777	7.024432666
778	7.021582065
779	7.019728041
780	7.016774766
781	7.015145934
782	7.012788989
783	7.011020948
784	7.009402717
785	7.007620789
786	7.005660855
787	7.003734206
788	7.000119348
789	6.998985189
790	6.997613946
791	6.994475854
792	6.993644414
793	6.99181856
794	6.989521088
795	6.986718155
796	6.985818516
797	6.984336025
798	6.982673234
799	6.981089849
800	6.980092396
801	6.97765883
802	6.977038209
803	6.975599232
804	6.974101579
805	6.971309838
806	6.970219798
807	6.968810464
808	6.966624363
809	6.965002221
810	6.962820136
811	6.961163095
812	6.959403721
813	6.958774885
814	6.956889888
815	6.95462664
816	6.952874855
817	6.951775955
818	6.948455744
819	6.947566805
820	6.945994304
821	6.944141722
822	6.943117968
823	6.940309343
824	6.937376602
825	6.936002709
826	6.934442168
827	6.933449441
828	6.932947602
829	6.931233405
830	6.930653868
831	6.929559083
832	6.928113345
833	6.925619413
834	6.924480089
835	6.923822172
836	6.921103402
837	6.919524493
838	6.916512905
839	6.914329024
840	6.91178244
841	6.910209752
842	6.908054009
843	6.905312736
844	6.9038048
845	6.902687619
846	6.901807431
847	6.900193026
848	6.897543294
849	6.896578405
850	6.894131402
851	6.893048466
852	6.891475021
853	6.888159195
854	6.886724212
855	6.885830253
856	6.884109578
857	6.882602327
858	6.881615909
859	6.878856316
860	6.877729343
861	6.876795815
862	6.875224856
863	6.872339291
864	6.870790172
865	6.868335059
866	6.867074265
867	6.865256934
868	6.862116724
869	6.860615663
870	6.856607856
871	6.855305296
872	6.854359569
873	6.853805029
874	6.851435086
875	6.848556744
876	6.847796875
877	6.846582247
878	6.8443173
879	6.842014398
880	6.840632692
881	6.839546519
882	6.838467021
883	6.836709439
884	6.835308658
885	6.834216737
886	6.832984885
887	6.829683855
888	6.827351256
889	6.825565522
890	6.823314052
891	6.821698783
892	6.820814517
893	6.818952533
894	6.817930414
895	6.81579229
896	6.812793717
897	6.811505207
898	6.809419968
899	6.809019227
900	6.806681196
901	6.804851267
902	6.803183785
903	6.801657864
904	6.800913992
905	6.799407083
906	6.7979356
907	6.797374484
908	6.795994629
909	6.793975035
910	6.791807277
911	6.789566006
912	6.788526755
913	6.78759562
914	6.786434769
915	6.785809865
916	6.784616782
917	6.784088519
918	6.783536088
919	6.783182184
920	6.781977189
921	6.780359222
922	6.779300197
923	6.777551497
924	6.776518934
925	6.77530061
926	6.773145586
927	6.771729891
928	6.769161976
929	6.767788474
930	6.766166346
931	6.765039324
932	6.762876315
933	6.761640382
934	6.75917571
935	6.757132501
936	6.755396409
937	6.75347561
938	6.752157283
939	6.750614526
940	6.747897732
941	6.746181534
942	6.745201754
943	6.744448724
944	6.742959162
945	6.74187219
946	6.741634332
947	6.740253904
948	6.738941455
949	6.738194299
950	6.737183893
951	6.735735158
952	6.735338056
953	6.734746051
954	6.733152429
955	6.731991064
956	6.730945323
957	6.729420016
958	6.728121597
959	6.726005979
960	6.723673254
961	6.722736168
962	6.722086719
963	6.719543012
964	6.71716997
965	6.713430671
966	6.712516373
967	6.710550813
968	6.709579511
969	6.707485145
970	6.705796694
971	6.705225799
972	6.703350138
973	6.702175964
974	6.700384101
975	6.699531186
976	6.696877059
977	6.694983744
978	6.692654955
979	6.691169661
980	6.689794659
981	6.686781432
982	6.685425842
983	6.68414228
984	6.682346359
985	6.681029378
986	6.679213858
987	6.677896641
988	6.676080581
989	6.674750626
990	6.673715355
991	6.672102031
992	6.670695067
993	6.66979818
994	6.66811776
995	6.666326105
996	6.665436993
997	6.664252415
998	6.66311643
999	6.66099009
